City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Badamdar,AZ,40.3394,49.8039,57.15,69,100,5.48,overcast clouds
347,Comarapa,BO,-17.9,-64.4833,65.98,77,77,7.49,broken clouds
348,Jumla,NP,29.2747,82.1838,46.54,65,0,4.99,clear sky
349,Moron,AR,-34.6534,-58.6198,76.69,77,100,9.19,overcast clouds
350,Shubarkuduk,KZ,49.1447,56.4872,55.69,42,46,7.58,scattered clouds
351,Aktau,KZ,43.65,51.2,64.98,31,92,17.07,overcast clouds
352,Dubbo,AU,-32.25,148.6167,59.13,94,75,11.5,moderate rain
353,Taoudenni,ML,22.6783,-3.9836,82.69,19,0,10.6,clear sky
354,Bulgan,MN,48.8125,103.5347,31.73,30,100,1.72,overcast clouds
355,Sandwick,GB,60.0,-1.25,42.62,65,75,11.5,broken clouds
356,Norilsk,RU,69.3535,88.2027,11.43,94,91,6.55,overcast clouds
357,Santander Jimenez,MX,24.2167,-98.4667,77.59,63,100,16.06,overcast clouds
358,Hambantota,LK,6.1241,81.1185,81.01,79,82,0.36,broken clouds
359,Jalingo,NG,8.8833,11.3667,85.62,56,83,4.99,light rain
360,Constitucion,CL,-35.3333,-72.4167,54.19,82,80,7.0,broken clouds
361,Deniliquin,AU,-35.5333,144.9667,59.76,80,100,3.27,overcast clouds
362,Cardston,CA,49.2,-113.3019,61.09,33,100,3.44,overcast clouds
363,Trincomalee,LK,8.5711,81.2335,82.51,75,99,6.69,overcast clouds
364,Kondinskoye,RU,59.6481,67.41,41.95,85,98,11.05,overcast clouds
365,Jiazi,CN,22.8779,116.067,80.1,70,95,8.08,overcast clouds
366,Barra Da Estiva,BR,-13.6261,-41.3269,72.5,58,31,7.29,scattered clouds
367,Namatanai,PG,-3.6667,152.4333,80.17,81,12,7.65,few clouds
368,Mao,ES,39.8885,4.2658,57.76,82,0,5.75,clear sky
369,Hualmay,PE,-11.0964,-77.6139,72.37,75,25,11.14,scattered clouds
370,Santa Cruz Cabralia,BR,-16.2781,-39.0247,82.63,65,40,5.75,scattered clouds
371,Mexico,PH,15.0646,120.7198,80.31,81,17,4.21,few clouds
372,Saint-Joseph,RE,-21.3667,55.6167,72.21,81,19,10.25,light rain
373,Luderitz,NA,-26.6481,15.1594,67.32,41,0,9.19,clear sky
374,Baley,RU,51.6,116.6333,23.14,58,97,2.37,overcast clouds
375,Alta Floresta,BR,-9.8756,-56.0861,94.82,43,40,10.36,scattered clouds
376,Matagami,CA,49.7502,-77.6328,24.91,63,100,12.66,overcast clouds
377,Kuusamo,FI,65.9667,29.1833,24.84,58,0,4.61,clear sky
378,Richards Bay,ZA,-28.783,32.0377,65.7,75,99,7.78,overcast clouds
379,Carballo,ES,43.213,-8.691,57.87,85,20,2.26,few clouds
380,Revda,RU,56.801,59.9303,52.81,79,100,11.01,overcast clouds
381,Tanout,NE,14.9709,8.8879,89.22,10,7,11.52,clear sky
382,Laguna,US,38.421,-121.4238,75.06,40,0,4.61,clear sky
383,Belaya Gora,RU,68.5333,146.4167,10.09,94,100,5.91,overcast clouds
384,Villa Carlos Paz,AR,-31.4241,-64.4978,91.38,31,0,13.0,clear sky
385,Capoterra,IT,39.1763,8.9718,62.31,80,0,10.36,clear sky
386,Sibolga,ID,1.7427,98.7792,77.85,82,100,3.51,overcast clouds
387,Padang,ID,-0.9492,100.3543,78.67,86,100,3.67,overcast clouds
388,Half Moon Bay,US,37.4636,-122.4286,70.54,64,0,28.77,haze
389,Katsuura,JP,35.1333,140.3,69.82,91,100,31.47,light rain
390,Gizo,SB,-8.103,156.8419,82.49,75,53,6.76,broken clouds
391,Flinders,AU,-34.5833,150.8552,61.18,93,100,5.01,overcast clouds
392,Chongoyape,PE,-6.6406,-79.3892,86.36,50,96,9.71,overcast clouds
393,Kiruna,SE,67.8557,20.2251,20.32,63,40,4.61,scattered clouds
394,Ilulissat,GL,69.2167,-51.1,35.62,80,100,6.91,light intensity drizzle rain
395,Rio Gallegos,AR,-51.6226,-69.2181,41.05,65,75,17.27,broken clouds
396,Kutum,SD,14.2,24.6667,80.4,20,94,1.54,overcast clouds
397,Kaele,CM,10.1092,14.4508,92.01,35,98,5.91,overcast clouds
398,Nazare Da Mata,BR,-7.7417,-35.2278,79.2,66,90,9.78,overcast clouds
399,Vila Franca Do Campo,PT,37.7167,-25.4333,63.01,82,34,8.14,scattered clouds
400,Yulara,AU,-25.2406,130.9889,57.04,51,98,4.61,overcast clouds
401,Kununurra,AU,-15.7667,128.7333,69.78,83,100,0.0,overcast clouds
402,Sakaiminato,JP,35.55,133.2333,66.18,100,75,17.27,broken clouds
403,Menongue,AO,-14.6585,17.691,64.24,60,66,2.8,broken clouds
404,Eyl,SO,7.9803,49.8164,81.86,74,43,10.16,scattered clouds
405,Sale,MA,34.0389,-6.8166,63.28,72,40,6.91,scattered clouds
406,Oranjemund,NA,-28.55,16.4333,57.31,76,0,8.63,clear sky
407,Pedernales,DO,18.0384,-71.744,81.48,63,60,4.09,broken clouds
408,Sobolevo,RU,54.4299,31.8996,44.87,75,100,4.74,overcast clouds
409,Sinnamary,GF,5.3833,-52.95,81.66,78,100,8.88,light rain
410,Luena,AO,-11.7833,19.9167,65.79,73,63,3.02,broken clouds
411,Moa,CU,20.6569,-74.9403,79.88,67,12,13.71,few clouds
412,Camacha,PT,33.0833,-16.3333,62.02,68,40,11.5,scattered clouds
413,Zhigansk,RU,66.7697,123.3711,4.46,94,32,9.44,scattered clouds
414,Sitka,US,57.0531,-135.33,44.49,81,100,4.61,moderate rain
415,Kuytun,RU,54.3419,101.5036,35.15,66,100,5.61,overcast clouds
416,Muncar,ID,-8.4333,114.3333,75.51,89,100,2.98,overcast clouds
417,Ayer Keroh,MY,2.2566,102.2866,80.35,89,20,0.0,few clouds
418,Tete,MZ,-16.1564,33.5867,77.09,73,20,6.91,few clouds
419,Koronadal,PH,6.5031,124.8469,75.18,94,95,1.32,light rain
420,Inta,RU,66.0317,60.1659,38.3,91,100,18.03,overcast clouds
421,Kurtamysh,RU,54.9103,64.4319,51.17,71,92,7.81,overcast clouds
422,Novoagansk,RU,61.9449,76.6625,26.01,99,91,3.83,overcast clouds
423,Lagoa,PT,39.05,-27.9833,61.2,84,100,21.81,overcast clouds
424,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,33.78,64,0,2.24,clear sky
425,Pitimbu,BR,-7.4706,-34.8086,84.79,70,14,13.82,few clouds
426,Dunedin,NZ,-45.8742,170.5036,54.81,77,89,10.0,overcast clouds
427,Manyana,BW,-23.4,21.7167,65.37,36,2,8.59,clear sky
428,Jurm,AF,36.8648,70.8342,63.75,38,97,2.53,overcast clouds
429,Bielsko-Biala,PL,49.8224,19.0469,47.16,79,100,3.0,overcast clouds
430,Turukhansk,RU,65.8167,87.9833,10.83,95,22,4.07,few clouds
431,Tombouctou,ML,20.0,-3.0,80.87,19,0,10.74,clear sky
432,Talnakh,RU,69.4865,88.3972,11.21,94,89,7.52,overcast clouds
433,Lafayette,US,30.2335,-92.0668,79.92,62,20,10.36,few clouds
434,Alyangula,AU,-13.8483,136.4192,75.07,100,45,3.44,scattered clouds
435,Diego De Almagro,CL,-26.3667,-70.05,70.47,31,100,8.99,overcast clouds
436,Mehamn,NO,71.0357,27.8492,21.11,75,100,29.91,light snow
437,Turochak,RU,52.2576,87.1224,40.98,71,100,2.98,overcast clouds
438,Chivasso,IT,45.1894,7.8872,60.37,60,40,5.75,scattered clouds
439,Tura,IN,25.5198,90.2201,73.63,82,0,5.19,light rain
440,Sur,OM,22.5667,59.5289,87.26,50,4,9.13,clear sky
441,Komsomolskiy,UZ,40.4272,71.7189,68.72,56,75,9.22,broken clouds
442,Kailua,US,21.4022,-157.7394,78.78,77,100,10.36,overcast clouds
443,Barcelos,PT,41.5388,-8.6151,59.14,94,1,3.4,clear sky
444,Batagay-Alyta,RU,67.8006,130.4114,6.17,97,100,3.87,overcast clouds
445,Khasan,RU,42.4308,130.6434,43.9,43,0,30.58,clear sky
446,Klaksvik,FO,62.2266,-6.589,41.92,67,99,6.2,overcast clouds
447,Bilma,NE,18.6853,12.9164,90.25,9,0,2.64,clear sky
448,Awbari,LY,26.5921,12.7805,83.64,7,100,4.09,overcast clouds
449,Barra Dos Coqueiros,BR,-10.9089,-37.0386,84.22,61,40,12.66,scattered clouds
450,Linxia,CN,35.6003,103.2064,55.96,50,93,4.72,overcast clouds
451,Bosobolo,CD,4.1833,19.9,72.93,80,91,4.0,overcast clouds
452,Aquiraz,BR,-3.9014,-38.3911,84.29,83,26,8.66,scattered clouds
453,Jeremie,HT,18.65,-74.1167,80.98,61,6,5.75,clear sky
454,Arys,KZ,42.4252,68.795,63.39,45,100,0.94,overcast clouds
455,Xinzhou,CN,38.4092,112.7333,51.19,16,28,7.02,scattered clouds
456,Waipawa,NZ,-41.4122,175.5153,51.87,83,24,3.0,few clouds
457,Vidim,RU,56.4088,103.1106,32.85,84,100,9.33,overcast clouds
458,Daru,PG,-9.0763,143.2092,79.86,82,100,5.03,overcast clouds
459,Mezen,RU,65.8522,44.24,25.0,93,100,15.01,light snow
460,Valdobbiadene,IT,45.8993,11.9946,55.53,91,72,2.82,broken clouds
461,Hue,VN,16.4667,107.6,80.71,89,20,2.3,few clouds
462,Tarabuco,BO,-19.1667,-64.9167,66.16,33,83,9.8,broken clouds
463,San Fernando,PH,15.0286,120.6898,80.33,81,18,4.5,few clouds
464,Kieta,PG,-6.2167,155.6333,79.07,82,57,0.27,broken clouds
465,Beringovskiy,RU,63.05,179.3167,32.11,99,100,9.6,overcast clouds
466,Blind River,CA,46.1834,-82.9582,35.71,51,94,17.31,overcast clouds
467,Lisakovsk,KZ,52.5369,62.4936,57.58,50,99,9.15,overcast clouds
468,Ambon,ID,-3.6954,128.1814,81.21,79,56,4.65,broken clouds
469,Ati,TD,13.2154,18.3353,96.67,25,100,6.6,overcast clouds
470,Antofagasta,CL,-23.65,-70.4,67.28,75,100,8.63,overcast clouds
471,Atambua,ID,-9.1061,124.8925,70.84,84,99,2.46,overcast clouds
472,Abu Zabad,SD,12.35,29.25,90.81,21,100,5.14,overcast clouds
473,Janakpur,NP,26.7183,85.9065,83.64,42,21,9.93,few clouds
474,El Sauzal,MX,31.9,-116.6833,64.42,80,100,7.52,overcast clouds
475,Hirara,JP,24.8,125.2833,78.8,89,40,16.93,scattered clouds
476,Mangai,CD,-4.05,19.5333,69.85,99,100,1.12,overcast clouds
477,Igarka,RU,67.4667,86.5833,3.38,99,84,6.58,broken clouds
478,Comodoro Rivadavia,AR,-45.8667,-67.5,55.26,35,40,21.85,scattered clouds
479,Pontian Kecil,MY,1.4801,103.3899,77.32,86,100,4.88,overcast clouds
480,Hay River,CA,60.8156,-115.7999,53.58,37,75,9.22,broken clouds
481,Mufumbwe,ZM,-13.6833,24.8,66.06,69,83,3.76,broken clouds
482,Talara,PE,-4.5772,-81.2719,81.36,54,0,17.27,clear sky
483,Morondava,MG,-20.2833,44.2833,78.42,77,99,3.09,overcast clouds
484,Avanigadda,IN,16.0215,80.9181,83.14,78,3,8.59,clear sky
485,Khash,IR,28.2211,61.2158,75.04,19,23,7.49,few clouds
486,Iqaluit,CA,63.7506,-68.5145,6.53,55,40,2.3,scattered clouds
487,Lexington,US,37.9887,-84.4777,58.33,51,20,5.75,few clouds
488,Hamilton,US,39.1834,-84.5333,57.61,53,40,9.22,scattered clouds
489,Itambacuri,BR,-18.0311,-41.685,77.25,70,84,3.29,broken clouds
490,Nanortalik,GL,60.1432,-45.2371,37.45,82,100,5.35,overcast clouds
491,Alofi,NU,-19.0595,-169.9187,71.49,94,100,5.75,overcast clouds
492,Brawley,US,32.9787,-115.5303,90.21,9,0,3.44,clear sky
493,Limbang,MY,4.75,115.0,78.91,97,68,2.35,broken clouds
494,Ust-Nera,RU,64.5667,143.2,11.7,96,100,5.48,overcast clouds
495,Opuwo,NA,-18.0607,13.84,70.9,37,8,2.68,clear sky
496,Ixtapa,MX,20.7,-105.2,91.71,32,1,9.17,clear sky
497,North Bend,US,43.4065,-124.2243,54.91,83,75,14.97,broken clouds
498,Balotra,IN,25.8333,72.2333,87.78,29,0,12.97,clear sky
499,Takaka,NZ,-40.85,172.8,53.13,72,3,3.78,clear sky
500,Tezu,IN,27.9167,96.1667,68.76,63,80,5.32,broken clouds
501,Kurtalan,TR,37.9272,41.7028,60.6,88,100,2.35,moderate rain
502,Oliver,CA,49.1831,-119.5524,53.24,50,100,6.91,overcast clouds
503,Bac Lieu,VN,9.285,105.7244,81.86,75,100,5.03,overcast clouds
504,Tanah Merah,MY,5.8,102.15,78.62,97,73,1.61,broken clouds
505,Verkhoyansk,RU,67.5447,133.385,1.13,100,83,1.81,broken clouds
506,Araouane,ML,18.9048,-3.5265,82.81,22,2,10.13,clear sky
507,Baghdad,IQ,33.3406,44.4009,76.91,50,0,9.22,clear sky
508,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,78,20,17.27,few clouds
509,Rocha,UY,-34.4833,-54.3333,74.17,77,58,12.15,broken clouds
510,Fuerte Olimpo,PY,-21.0415,-57.8738,101.86,24,53,12.06,broken clouds
511,Surt,LY,31.2089,16.5887,65.39,77,100,16.78,overcast clouds
512,Dudinka,RU,69.4058,86.1778,11.62,98,93,7.92,overcast clouds
513,Haicheng,CN,40.8516,122.7475,43.52,44,2,3.49,clear sky
514,Emerald,AU,-23.5333,148.1667,68.14,94,100,5.75,overcast clouds
515,Sioux Lookout,CA,50.1001,-91.917,28.47,40,100,4.61,overcast clouds
516,Kilindoni,TZ,-7.9139,39.6668,75.96,82,100,6.6,overcast clouds
517,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,96.04,37,51,12.06,broken clouds
518,Grants,US,35.1473,-107.8514,70.03,17,0,24.16,clear sky
519,Leh,IN,34.1667,77.5833,40.95,50,20,4.45,few clouds
520,Achinsk,RU,56.2694,90.4993,36.93,83,82,6.87,broken clouds
521,Atocha,BO,-20.9333,-66.2333,59.7,7,89,15.95,overcast clouds
522,Gloversville,US,43.0528,-74.3438,54.63,87,100,3.44,overcast clouds
523,Kulu,TR,39.0951,33.0799,64.8,37,100,6.44,overcast clouds
524,Yafran,LY,32.0633,12.5286,66.72,28,9,14.32,clear sky
525,Maniwaki,CA,46.3834,-75.966,48.58,76,100,6.91,overcast clouds
526,Manta,EC,-0.95,-80.7333,83.98,70,75,5.75,broken clouds
527,Poso,ID,-1.3959,120.7524,76.68,87,100,4.23,overcast clouds
528,Nizhniy Odes,RU,63.6445,54.856,37.18,97,91,7.29,overcast clouds
529,Malartic,CA,48.1335,-78.1328,33.91,75,100,7.72,overcast clouds
530,Marienburg,PL,54.0359,19.0266,44.58,68,15,4.43,few clouds
531,Murakami,JP,38.2333,139.4833,58.26,99,100,8.79,overcast clouds
532,Saint-Francois,FR,46.4154,3.9054,52.68,71,0,6.91,clear sky
533,Ust-Kulom,RU,61.6864,53.6902,43.97,92,73,5.7,broken clouds
534,Nampa,US,43.5407,-116.5635,59.72,62,75,5.75,broken clouds
535,Doka,SD,13.5167,35.7667,90.28,19,100,6.42,overcast clouds
536,Deputatskiy,RU,69.3,139.9,0.41,99,100,1.79,overcast clouds
537,Mandalgovi,MN,45.7625,106.2708,32.18,24,76,10.54,broken clouds
538,Vigrestad,NO,58.5667,5.7,46.58,84,19,3.58,few clouds
539,Snasa,NO,64.2457,12.3778,31.41,91,99,3.91,overcast clouds
540,Saint-Raymond,CA,45.467,-73.6095,59.99,67,100,14.97,overcast clouds
541,Hohhot,CN,40.8106,111.6522,44.89,14,40,11.18,scattered clouds
542,Ygatimi,PY,-24.0833,-55.5,89.92,51,15,8.28,few clouds
543,Cuamba,MZ,-14.8031,36.5372,67.77,91,100,5.08,overcast clouds
544,Qujing,CN,25.4833,103.7833,56.98,60,0,4.23,clear sky
545,Cabra,ES,37.4725,-4.4421,60.3,59,100,4.94,overcast clouds
546,Tilichiki,RU,60.4667,166.1,29.53,96,100,6.85,overcast clouds
547,Ust-Maya,RU,60.4167,134.5333,18.27,94,61,3.31,broken clouds
548,Malkara,TR,40.89,26.9011,53.53,69,0,5.66,clear sky
549,Prince Rupert,CA,54.3161,-130.3201,46.49,76,100,10.36,overcast clouds
550,Monterey,US,36.2505,-121.2516,70.18,32,100,15.21,overcast clouds
551,Havre-Saint-Pierre,CA,50.2334,-63.5986,39.56,93,100,4.61,overcast clouds
552,Villazon,BO,-22.0866,-65.5942,69.93,4,100,2.48,overcast clouds
553,Trastenik,BG,43.52,24.4685,62.44,59,75,6.91,light rain
554,Kirakira,SB,-10.4544,161.9205,80.58,81,67,4.5,broken clouds
555,Herat,AF,34.5,62.0,72.82,27,100,12.24,overcast clouds
556,Asau,RO,46.4333,26.4,51.28,90,35,1.66,scattered clouds
557,Pochutla,MX,15.7432,-96.4661,87.82,48,56,9.37,broken clouds
558,Alexandria,EG,31.2156,29.9553,66.16,72,0,9.22,clear sky
559,Hellvik,NO,59.9156,5.781,46.99,76,75,3.2,broken clouds
560,Avera,US,33.194,-82.5271,82.45,69,86,9.84,overcast clouds
561,Acarau,BR,-2.8856,-40.12,79.43,86,71,12.53,broken clouds
562,Kijang,KR,35.2442,129.2139,64.13,90,60,6.35,broken clouds
563,Las Cruces,US,32.3123,-106.7783,79.0,30,0,14.97,clear sky
564,Takapau,NZ,-40.0333,176.35,52.18,91,93,1.25,overcast clouds
565,Tazovskiy,RU,67.4667,78.7,21.83,96,100,11.81,overcast clouds
566,Poum,NC,-20.2333,164.0167,76.26,63,100,17.02,overcast clouds
567,Bundaberg,AU,-24.85,152.35,65.21,97,75,8.05,moderate rain
568,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,71.01,82,56,9.78,broken clouds
569,Tessalit,ML,20.1986,1.0114,82.08,16,0,9.66,clear sky
570,Carnot,CF,4.9409,15.8665,71.24,93,100,1.3,light rain
571,Villa Maria,AR,-32.4075,-63.2402,87.53,45,0,15.55,clear sky
572,Svatove,UA,49.4103,38.1503,58.01,73,99,7.25,overcast clouds
573,Pandan,PH,14.0453,124.1694,80.71,87,83,10.71,broken clouds
574,Zabid,YE,14.1951,43.3152,88.86,42,96,6.93,overcast clouds
575,Aksu,CN,41.1231,80.2644,62.89,14,70,6.31,broken clouds
576,Tumen,CN,42.9661,129.8425,42.28,37,3,16.24,clear sky
577,Pahrump,US,36.2083,-115.9839,84.25,8,100,17.0,overcast clouds
578,Andenes,NO,69.3143,16.1194,26.58,80,40,16.11,scattered clouds
579,Luwuk,ID,-0.9516,122.7875,78.55,87,100,1.99,overcast clouds
580,General Pico,AR,-35.6566,-63.7568,84.65,35,4,10.4,clear sky
581,Florianopolis,BR,-27.6146,-48.5012,76.23,81,75,14.97,broken clouds
582,Ahipara,NZ,-35.1667,173.1667,62.53,71,96,6.98,overcast clouds
583,Bonanza,NI,14.0289,-84.591,79.77,87,42,4.25,scattered clouds
584,Port Hardy,CA,50.6996,-127.4199,46.58,81,75,6.91,broken clouds
585,Kamiiso,JP,41.8167,140.65,52.18,99,100,7.43,overcast clouds
586,Port-Gentil,GA,-0.7193,8.7815,82.36,89,40,8.05,scattered clouds
587,Agrado,CO,2.2573,-75.7714,84.33,59,70,4.79,broken clouds
588,Oeiras,BR,-7.0253,-42.1311,86.32,45,69,6.13,broken clouds
589,Businga,CD,3.3333,20.8833,70.92,98,99,4.21,overcast clouds
590,Vizinga,RU,61.0749,50.1031,43.66,93,96,5.32,overcast clouds
591,Aklavik,CA,68.2191,-135.0107,30.06,94,76,5.61,broken clouds
592,Boden,SE,65.8252,21.6886,30.2,85,56,3.71,broken clouds
593,Pervomayskoye,RU,43.919,46.7102,60.67,50,60,14.36,broken clouds
594,Obera,AR,-27.4871,-55.1199,85.62,56,9,6.73,clear sky
595,Boende,CD,-0.2167,20.8667,70.59,99,100,3.51,overcast clouds
596,Yanji,CN,42.9075,129.5078,41.16,38,3,14.9,clear sky
597,Xuddur,SO,4.1213,43.8894,75.34,76,100,1.36,overcast clouds
598,Beauchamps,FR,50.012,1.5176,42.37,81,8,8.14,clear sky
599,Balkanabat,TM,39.5108,54.3671,71.38,47,97,7.67,overcast clouds
600,Russell,US,32.3502,-85.1999,79.88,61,40,10.36,scattered clouds
601,Kisangani,CD,0.5167,25.2,71.74,95,94,3.6,overcast clouds
602,Natal,BR,-5.795,-35.2094,84.85,70,40,16.11,scattered clouds
603,Tibati,CM,6.4667,12.6333,72.39,75,94,2.15,light rain
604,Santarem,BR,-2.4431,-54.7083,84.33,79,20,9.22,few clouds
605,Buraydah,SA,26.326,43.975,81.05,40,0,17.16,clear sky
606,Desaguadero,PE,-16.5656,-69.0417,55.87,34,7,6.64,clear sky
607,Visnes,NO,59.3556,5.2242,46.81,81,0,19.57,clear sky
608,Watertown,US,42.3709,-71.1828,57.13,83,100,8.05,mist
609,Jacareacanga,BR,-6.2222,-57.7528,89.98,50,99,4.21,overcast clouds
610,Quebo,GW,11.3333,-14.9333,79.7,64,18,8.99,few clouds
611,Sumbe,AO,-11.2061,13.8437,76.62,88,93,5.3,light rain
612,Kahului,US,20.8947,-156.47,78.82,69,40,14.97,scattered clouds
613,Turayf,SA,31.6725,38.6637,71.85,43,40,11.5,scattered clouds
614,Mbaiki,CF,3.8678,17.9892,72.88,90,91,5.03,overcast clouds
615,Primorskiy,RU,43.0983,131.5875,42.91,45,1,18.66,clear sky
616,Takoradi,GH,4.8845,-1.7554,81.03,85,82,7.85,broken clouds
617,Piterka,RU,50.6803,47.4454,64.56,58,99,10.92,overcast clouds
618,Thabazimbi,ZA,-24.5917,27.4116,63.99,52,0,2.44,clear sky
619,Ascension,US,30.2169,-90.9001,81.09,63,75,8.05,broken clouds
620,Lokosovo,RU,61.1333,74.8167,28.11,97,53,5.23,broken clouds
621,Loandjili,CG,-4.7561,11.8578,78.67,89,99,6.46,overcast clouds
622,Labuan,MY,5.2767,115.2417,79.16,94,40,0.0,scattered clouds
623,Chikwawa,MW,-16.0335,34.8009,71.83,92,65,4.79,broken clouds
624,Hvolsvollur,IS,63.7533,-20.2243,47.07,73,100,5.01,overcast clouds
625,Carauari,BR,-4.8828,-66.8958,74.05,99,100,1.36,overcast clouds
626,Shingu,JP,33.7333,135.9833,67.89,98,100,5.23,moderate rain
627,Vao,NC,-22.6667,167.4833,74.25,58,100,17.47,overcast clouds
628,Pacific Grove,US,36.6177,-121.9166,70.02,73,40,18.01,scattered clouds
629,Kloulklubed,PW,7.0419,134.2556,77.29,88,100,7.2,overcast clouds
630,Messina,IT,38.1933,15.5497,63.93,76,0,10.0,clear sky
631,Imeni Babushkina,RU,59.7573,43.1285,39.94,96,99,4.81,overcast clouds
632,Mangochi,MW,-14.4782,35.2645,70.86,84,66,6.64,broken clouds
633,Varhaug,NO,58.6147,5.6457,46.47,84,17,5.26,few clouds
634,Zhongshu,CN,24.5167,103.7667,60.49,46,0,2.17,clear sky
635,Kraksaan,ID,-7.7585,113.3962,78.06,83,91,3.6,overcast clouds
636,Bangui,CF,4.3612,18.555,77.36,74,66,6.76,broken clouds
637,Staunton,US,38.1496,-79.0717,60.17,94,100,1.01,moderate rain
638,Apac,UG,1.9756,32.5386,65.3,96,100,3.47,moderate rain
639,Essau,GM,13.4839,-16.5347,84.36,46,42,20.92,scattered clouds
640,Vesyegonsk,RU,58.664,37.2604,38.21,94,56,4.59,broken clouds
641,Luganville,VU,-15.5333,167.1667,79.2,80,100,12.5,light rain
642,Kaberamaido,UG,1.7389,33.1594,68.38,90,100,1.68,light rain
643,Chimbote,PE,-9.0853,-78.5783,71.42,77,21,10.78,few clouds
644,Kabo,CF,7.6994,18.629,76.87,76,100,5.28,light rain
645,Saint Anthony,US,45.0205,-93.218,42.24,49,75,11.5,broken clouds
646,Benguela,AO,-12.5763,13.4055,75.45,85,39,2.35,scattered clouds
647,Port Shepstone,ZA,-30.7414,30.455,61.88,71,0,10.45,clear sky
648,Polyarnyy,RU,69.1989,33.4478,20.26,73,71,25.66,light snow
649,Neiafu,TO,-18.65,-173.9833,72.28,94,75,0.0,broken clouds
650,Khandyga,RU,62.6667,135.6,11.25,99,96,0.6,overcast clouds
651,Pavlysh,UA,48.9176,33.3569,56.71,74,84,8.68,broken clouds
652,Teahupoo,PF,-17.8333,-149.2667,76.96,76,41,22.88,light rain
653,Skibbereen,IE,51.55,-9.2667,54.1,88,8,10.38,clear sky
654,Liverpool,GB,53.4106,-2.9779,53.78,60,0,9.22,clear sky
655,Noumea,NC,-22.2763,166.4572,73.0,99,100,10.65,overcast clouds
656,Waingapu,ID,-9.6567,120.2641,74.95,71,99,4.36,overcast clouds
657,Palu,ID,-0.8917,119.8707,75.18,95,100,3.11,overcast clouds
658,San Rafael,AR,-34.6177,-68.3301,79.39,7,0,14.97,clear sky
659,Roebourne,AU,-20.7833,117.1333,79.54,57,100,11.32,light rain
660,Santo Augusto,BR,-27.8508,-53.7772,77.4,75,84,10.45,broken clouds
661,Gulfport,US,30.3674,-89.0928,78.85,61,100,10.36,overcast clouds
662,Tateyama,JP,34.9833,139.8667,70.11,88,75,18.41,mist
663,Nizip,TR,37.0097,37.7942,69.93,38,58,6.13,broken clouds
664,Katherine,AU,-14.4667,132.2667,79.12,69,40,5.75,scattered clouds
665,Tabuk,PH,17.4189,121.4443,74.62,91,14,3.98,few clouds
666,Nhulunbuy,AU,-12.2333,136.7667,75.81,94,92,0.0,overcast clouds
667,Rawah,IQ,34.4816,41.9093,72.7,53,6,6.78,clear sky
668,Kostroma,RU,57.7708,40.9344,45.3,86,97,7.38,overcast clouds
669,Simpang,ID,-1.2667,104.0833,74.98,94,17,0.92,few clouds
670,Margate,GB,51.3813,1.3862,50.31,72,75,3.0,broken clouds
671,Mocajuba,BR,-2.5842,-49.5072,78.08,95,100,2.17,moderate rain
672,Neryungri,RU,56.6709,124.6491,14.23,97,95,3.69,overcast clouds
673,Shieli,KZ,44.1667,66.75,62.6,39,4,10.56,clear sky
674,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,100.89,24,100,15.77,overcast clouds
675,Cheyenne,US,41.14,-104.8203,64.98,17,0,17.0,clear sky
676,Mumbwa,ZM,-14.9783,27.0619,63.91,87,68,3.89,broken clouds
677,Ternate,ID,0.8,127.4,80.85,81,98,5.23,overcast clouds
678,Chipinge,ZW,-20.1883,32.6236,60.75,95,86,3.31,overcast clouds
679,Dakar,SN,14.6937,-17.4441,74.28,83,0,21.85,clear sky
680,Havoysund,NO,70.9963,24.6622,21.43,65,100,27.34,light snow
681,Cortes,ES,41.9395,-1.4396,68.05,77,100,5.64,light rain
682,Moura,PT,38.1401,-7.4486,62.71,85,95,4.23,overcast clouds
683,Manado,ID,1.487,124.8455,75.97,100,40,3.44,scattered clouds
684,Eureka,US,40.8021,-124.1637,62.74,67,7,11.99,clear sky
685,Port Said,EG,31.2565,32.2841,66.18,88,0,13.8,clear sky
686,Warrnambool,AU,-38.3833,142.4833,61.81,84,100,9.17,light rain
687,Eenhana,NA,-17.4667,16.3333,69.66,38,6,4.74,clear sky
688,Mordovo,RU,52.0834,40.77,58.69,77,36,6.33,scattered clouds
689,Kyren,RU,51.6828,102.1408,28.04,60,30,2.86,scattered clouds
690,Powell,US,40.1578,-83.0752,50.36,59,100,13.8,overcast clouds
691,Banjar,ID,-8.19,114.9675,76.41,77,100,3.47,overcast clouds
692,Dubai,AE,25.2582,55.3047,89.53,35,0,3.44,clear sky
693,Tulun,RU,54.5611,100.5792,36.0,71,100,7.11,overcast clouds
694,Lloydminster,CA,53.2835,-110.0016,46.62,42,100,21.85,overcast clouds
695,Acajutla,SV,13.5928,-89.8275,87.67,59,78,8.81,broken clouds
696,Makakilo City,US,21.3469,-158.0858,77.32,67,100,13.8,overcast clouds
